A11.png,248,185,OBJ00.png,OBJ01.png,OBJ02.png,OBJ03.png,OBJ04.png,OBJ05.png,OBJ06.png,OBJ07.png,OBJ08.png,OBJ09.png,OBJ10.png,OBJ11.png,OBJ12.png,OBJ13.png,OBJ14.png,OBJ15.png,OBJ16.png
B13.png,256,186,OBJ00.png,OBJ01.png,OBJ02.png,OBJ03.png,OBJ04.png,OBJ05.png,OBJ06.png,OBJ07.png,OBJ08.png,OBJ09.png,OBJ10.png,OBJ11.png,OBJ12.png,OBJ13.png,OBJ14.png,OBJ15.png,OBJ16.png
B14.png,253,190,OBJ00.png,OBJ01.png,OBJ02.png,OBJ03.png,OBJ04.png,OBJ05.png,OBJ06.png,OBJ07.png,OBJ08.png,OBJ09.png,OBJ10.png,OBJ11.png,OBJ12.png,OBJ13.png,OBJ14.png,OBJ15.png,OBJ16.png
A29.png,326,194,OBJ00.png,OBJ01.png,OBJ02.png,OBJ03.png,OBJ04.png,OBJ05.png,OBJ06.png,OBJ07.png,OBJ08.png,OBJ09.png,OBJ10.png,OBJ11.png,OBJ12.png,OBJ13.png,OBJ14.png,OBJ15.png,OBJ16.png
MUS00.png,220,190,OBJ00.png,OBJ01.png,OBJ02.png,OBJ03.png,OBJ04.png,OBJ05.png,OBJ06.png,OBJ07.png,OBJ08.png,OBJ09.png,OBJ10.png,OBJ11.png,OBJ12.png,OBJ13.png,OBJ14.png,OBJ15.png,OBJ16.png
MUS03.png,117,235,BAND00.png,BAND01.png,BAND02.png
Q21.png,199,266,OBJ00.png,OBJ01.png,OBJ02.png,OBJ03.png,OBJ04.png,OBJ05.png,OBJ06.png,OBJ07.png,OBJ08.png,OBJ09.png,OBJ10.png,OBJ11.png,OBJ12.png,OBJ13.png,OBJ14.png,OBJ15.png,OBJ16.png
ART01.png,368,116,ARTO01.png,ARTO02.png,ARTO03.png,ARTO04.png,ARTO05.png,ARTO06.png,ARTO07.png,ARTO08.png,ARTO09.png,ARTO10.png
ART02.png,368,115,R
ART03.png,368,115,R
